company_name,domain,tin,source,hubspot_checked,legal_name,hubspot_object_id,status,exists_in_hubspot,Score_1,sent_clay,error_message,reason_score1,pain_point1,segment,industri_sii,hubspot_lifecycle,hubspot_match_stage,manual_hubspot_checked,adjusted_vertical,enrichment_status,batch_id,batch_date,contacts_found,contacts_with_email,contacts_with_linkedin,ready_for_outreach,outreach_started_date,last_hs_activity_date,do_not_contact,signal,id,createdAt,updatedAt
BITUMIX AUSTRAL S.A.,bitumixaustral.cl,76154515-9,webhook,True,BITUMIX AUSTRAL S.A.,55281111922.0,"""does_not_exists_in_hubspot""",True,68,True,,"gran empresa (20 pts), 0 empresas hijas (0 pts), 112 trabajadores (3 pts), segmento sin clasificar (0 pts). Sin regulación específica en giro de fabricación de productos minerales no metálicos (0 pts); estimación de 50-200 proveedores típicos para manufactura de este tamaño en región de Puerto Montt (15 pts); sin señal externa reportada (0 pts).","Fabricante de productos minerales con 112 empleados gestiona múltiples proveedores de materias primas y servicios especializados. Sin regulación sectorial explícita, pero requiere trazabilidad de insumos, validación de certificaciones técnicas y monitoreo continuo de contrapartes críticas en su cadena operativa.",mining / energía,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS N.C.P.,,,,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,325,2026-05-15T20:45:11.446Z,2026-05-25T16:03:19.054Z
Papa John's,papajohns.cl,76152699-5,webhook,True,PJ  CHILE SPA,31463466375.0,"""exists_in_hubspot""",True,60,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 5661 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts), estimación de 50-200 proveedores por volumen operativo de manufactura alimentaria (15 pts), sin señal externa (0 pts).","Empresa de 5661 trabajadores en manufactura alimentaria requiere gestionar múltiples proveedores de insumos, logística y servicios. Sin regulación sectorial explícita, pero con complejidad operativa alta y riesgo tributario permanente que demanda validación continua de contrapartes.",manufactura / retail,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,50020179,"""domain""",,mfg-retail-hold,skipped_hs_lifecycle | lifecycle: 50020179,2026-W22,2026-05-25,3.0,2.0,3.0,True,,2025-12-05T06:00:00.000Z,,,323,2026-05-15T20:44:29.313Z,2026-05-25T21:00:57.661Z
Telrad Chile,telrad.com,76165643-0,webhook,True,TELRAD CHILE SA,,"""does_not_exists_in_hubspot""",False,73,True,,"Gran empresa (20 pts), 1 empresa hija (3 pts), 375 trabajadores (5 pts), segmento (0 pts). SUBTEL (15 pts) por giro explícito en telecomunicaciones. Estimación de 50-200 proveedores (15 pts) por volumen operativo típico de telecomunicaciones con infraestructura diversa. Sin señal externa (0 pts).","Empresa regulada en telecomunicaciones con 375 trabajadores y estructura de holding. Gestiona múltiples proveedores y contratistas en operaciones críticas de red. Obligación permanente de cumplimiento regulatorio SUBTEL. Renovaciones periódicas de proveedores y contratistas, validación de documentación técnica y legal compleja.",utilities / infraestructura,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,,,,util-infra,hs_checked,2026-W22,2026-05-25,,,,True,,,,,334,2026-05-15T20:48:15.056Z,2026-05-25T14:01:25.087Z
Ecomac,ecomac.cl,76162185-8,webhook,True,INVERSIONES ECOMAC TRES SPA,9826928730.0,"""exists_in_hubspot""",True,68,True,,"Gran empresa (20 pts), 37 empresas hijas (15 pts), 25 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito en fondos y entidades financieras similares; estimación 50-200 proveedores (15 pts) por naturaleza de holding financiero con múltiples operaciones; sin señal externa registrada (0 pts).","Holding con 37 empresas hijas requiere validación continua de contrapartes en operaciones financieras. Obligación CMF de verificación de proveedores, gestión de documentación compleja y monitoreo de riesgos regulatorios en múltiples entidades vinculadas.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,opportunity,"""domain""",,fsi-reg,skipped_hs | lifecycle: opportunity | last_contact: 2026-05-20T08:00:00.000Z,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2026-05-20T08:00:00.000Z,,,332,2026-05-15T20:47:33.068Z,2026-05-25T21:00:57.850Z
LATIN AMERICA POWER S.A,latampower.com,76166157-4,webhook,True,LATIN AMERICA POWER S.A,9826926264.0,"""exists_in_hubspot""",True,71,True,,"Gran empresa (20 pts), 7 empresas hijas (15 pts), 61 trabajadores (3 pts), segmento (0 pts). CMF (15 pts) por giro explícito de fondos e inversión financiera. Estimación de 50-200 proveedores (15 pts) considerando tamaño, holding y operaciones multi-entidad típicas del sector. Sin señal externa (0 pts).","Holding financiero con 7 empresas y 61 empleados gestiona múltiples contrapartes bajo supervisión CMF. Requiere validación continua de proveedores, cumplimiento regulatorio permanente y monitoreo de conflictos de interés en estructura compleja.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,lead,"""domain""",,power-epc,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,2025-09-25T06:00:00.000Z,,,335,2026-05-15T20:48:36.311Z,2026-05-25T16:03:25.336Z
Autofin,autofin.cl,76139506-8,webhook,True,AUTOFIN S.A.,21873090130.0,"""exists_in_hubspot""",True,71,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 525 trabajadores (8 pts), segmento (0 pts). CMF (15 pts): giro explícito en concesión de crédito supervisado. Estimación 50-200 proveedores (15 pts): empresa financiera con operaciones complejas requiere múltiples contrapartes administrativas, legales y tecnológicas. Sin señal (0 pts).","Gran empresa financiera con 525 empleados y estructura accionaria compleja (2 matrices). Gestiona múltiples contrapartes bajo supervisión CMF: validación de poderes, antecedentes, cuentas bancarias y cumplimiento normativo continuo. Riesgo de incumplimiento regulatorio en cada ciclo de evaluación.",financiero,OTRAS ACTIVIDADES DE CONCESION DE CREDITO N.C.P.,lead,"""domain""",,fsi-reg,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2025-11-24T06:00:00.000Z,,,311,2026-05-15T20:40:20.155Z,2026-05-25T16:03:31.596Z
Transportes Trinidad Ltda.,transportestrinidad.cl,76171746-4,webhook,True,SOCIEDAD DE TRANSPORTES TRINIDAD LIMITADA,,"""does_not_exists_in_hubspot""",False,70,True,,"gran empresa (20 pts), 3 empresas hijas (15 pts), 45 trabajadores (0 pts), segmento (0 pts). Sin regulación (0 pts). Transporte de carga por carretera típicamente maneja 50-200 proveedores (combustible, mantenimiento, servicios logísticos, seguros) estimando 15 pts. Sin señal externa reportada (0 pts).","Transportista con 45 empleados y 3 filiales gestiona múltiples contrapartes (clientes, proveedores de combustible, mantenimiento, seguros). Sin regulación formal pero con complejidad operativa: renovación de licencias, validación de documentos de choferes, seguimiento de pólizas. Estructura holding requiere monitoreo de conflictos de interés entre filiales.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,hs_checked,2026-W22,2026-05-25,,,,True,,,,,339,2026-05-15T20:50:00.855Z,2026-05-25T20:01:20.318Z
Transvia Forestal,transviaforestal.cl,76149680-8,webhook,True,TRANSPORTES Y COMERCIAL TRANSVIA FORESTAL LIMITADA,,"""does_not_exists_in_hubspot""",False,63,True,,"Gran empresa (20 pts), 1 empresas hijas (3 pts), 351 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts), transporte de carga típicamente maneja 50-200 proveedores entre combustible, repuestos, mantenimiento y seguros (15 pts), sin señal externa reportada (0 pts).","Empresa de transporte de carga con 351 trabajadores y estructura holding compleja (2 padres, 1 hija) que gestiona múltiples contrapartes: proveedores de combustible, mantenimiento, seguros y subcontratistas. Sin regulación externa formal, pero requiere validación continua de licencias de conducción, permisos viales y cumplimiento tributario de terceros.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,hs_checked,2026-W22,2026-05-25,,,,True,,,,,322,2026-05-15T20:44:08.084Z,2026-05-25T20:01:21.341Z
Copesa,grupocopesa.cl,76182938-6,webhook,True,GRUPO COPESA S.A,17654623769.0,"""exists_in_hubspot""",True,68,True,,"Gran empresa (20 pts), 8 empresas hijas (15 pts), 16 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito 'fondos y sociedades de inversión y entidades financieras similares'; estimación 50-200 proveedores (15 pts) por complejidad de holding financiero con múltiples filiales; sin señal externa reportada (0 pts).","Holding financiero con 8 filiales y estructura compleja requiere validación continua de contrapartes bajo supervisión CMF. Múltiples entidades demandan documentación uniforme, renovaciones periódicas y monitoreo de riesgos regulatorios.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,lead,"""domain""",,fsi-reg,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2025-12-02T06:00:00.000Z,,,353,2026-05-15T20:54:54.637Z,2026-05-25T16:03:44.728Z
FSA INVERSIONES SPA,,76175708-3,webhook,True,FSA INVERSIONES SPA,,sent_to_clay,False,60,True,,"mediana (12 pts), 8 empresas hijas (15 pts), 14 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) por giro explícito en fondos y entidades financieras similares; estimación 50-200 proveedores (15 pts) considerando complejidad operativa de holding financiero; sin señal (0 pts).","Holding con 8 empresas hijas y estructura compleja de inversiones requiere validación continua de contrapartes. Regulación CMF exige cumplimiento formal. Múltiples entidades implican documentación diversa, renovaciones periódicas y monitoreo de vínculos accionarios.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,clay_sent,2026-W22,2026-05-25,,,,True,,,,,347,2026-05-15T20:52:47.957Z,2026-05-25T19:31:59.672Z
SOCIEDAD DE INVERSIONES TAPIA Y CIA. LTDA.,,76186153-0,webhook,True,SOCIEDAD DE INVERSIONES TAPIA Y CIA. LTDA.,,sent_to_clay,False,68,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 118 trabajadores (3 pts), segmento (0 pts). Sin regulación (0 pts). Estimación 50-200 proveedores típicos en transporte de carga por carretera (15 pts): combustible, repuestos, seguros, servicios de mantención, logística. Sin señal externa reportada (0 pts).","Empresa de transporte de carga con 118 trabajadores gestiona múltiples proveedores de combustible, mantención, seguros y servicios logísticos. Requiere validación continua de documentación, licencias de conducir, permisos viales y cumplimiento tributario sin exposición regulatoria explícita pero con alto riesgo operativo.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,355,2026-05-15T20:55:37.004Z,2026-05-25T19:32:26.940Z
SOC DE TRANSPORTES ANTARES LIMITADA,,76170580-6,webhook,True,SOC DE TRANSPORTES ANTARES LIMITADA,,sent_to_clay,False,61,True,,"Gran empresa (20 pts), 1 empresas hijas (3 pts), 159 trabajadores (3 pts), segmento (0 pts). Sin regulación (0 pts), transporte de carga no entra en CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Estimación 50-200 proveedores (15 pts): flota de 159 trabajadores requiere combustible, neumáticos, repuestos, mantención y servicios logísticos recurrentes. Sin señal (0 pts).","Empresa de transporte de carga con 159 trabajadores y estructura de holding maneja decenas de proveedores (combustible, mantención, logística). Requiere validación continua de licencias de conducir, permisos municipales, seguros vigentes y documentación de contrapartes sin regulador único que exija compliance formal.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,337,2026-05-15T20:49:18.496Z,2026-05-25T13:47:19.566Z
"COBRA MONTAJES, SERVICIOS Y AGUA LIMITADA",,76156521-4,webhook,True,"COBRA MONTAJES, SERVICIOS Y AGUA LIMITADA",,sent_to_clay,False,63,True,,"Gran empresa (20 pts), 1 empresa hija (3 pts), 1041 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts); construcción de ingeniería civil explícita en giro descarta reguladores específicos. Estimación 50-200 proveedores por volumen operativo de obras civiles (15 pts). Sin señal externa registrada (0 pts).","Gran empresa constructora con 1041 trabajadores y estructura holding compleja gestiona decenas de obras simultáneas. Requiere validar contratistas, proveedores de materiales y subcontratos permanentemente. Riesgo de incumplimientos tributarios, poderes vencidos y conflictos de interés en cadena de suministro crítica.",manufactura / retail,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,,,,util-infra,clay_sent,2026-W22,2026-05-25,,,,True,,,,,327,2026-05-15T20:45:47.099Z,2026-05-25T13:47:10.903Z
CONSTRUCTORA DON PEDRO LIMITADA,constructoradp.cl,76144575-8,webhook,True,CONSTRUCTORA DON PEDRO LIMITADA,19467827313.0,"""exists_in_hubspot""",True,61,True,,"gran empresa (20 pts), 1 empresa hija (3 pts), 964 trabajadores (8 pts), segmento (0 pts). Sin regulación específica sectorial (0 pts) porque construcción de obras públicas no cae bajo CMF, Sernageomin, SEC, CNE, SISS o SUBTEL; estimación 50-200 proveedores (15 pts) por volumen operacional típico de constructora; sin señal externa reportada (0 pts).","Gran constructora con 964 empleados y estructura holding gestiona múltiples proyectos de infraestructura pública. Maneja decenas de subcontratistas, proveedores y proveedores especializados con documentación variable, renovaciones periódicas y riesgo de incumplimiento normativo en cada fase operativa.",manufactura / retail,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,lead,"""domain""",,util-infra,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,2024-08-23T08:00:00.000Z,,,319,2026-05-15T20:43:04.744Z,2026-05-25T23:01:02.436Z
MAP SpA,cmap.cl,76175751-2,webhook,True,CONSTRUCTORA MAP SPA,,"""does_not_exists_in_hubspot""",False,60,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 1324 trabajadores (10 pts), segmento (0 pts). Sin regulación (0 pts); giro explícito de construcción residencial descarta todo regulador sectorial. Estimación 50-200 proveedores (15 pts): empresa constructora de este tamaño requiere cadena amplia de subcontratistas, proveedores de materiales y servicios especializados. Sin señal externa (0 pts).","Gran constructora con 1.324 trabajadores gestiona decenas de subcontratistas, proveedores de materiales y servicios especializados. Sin regulación explícita, pero alta exposición a riesgos tributarios, laborales y contractuales. Requiere validación continua de documentación, poderes, antecedentes y cumplimiento normativo en múltiples contrapartes.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,,,,util-infra,hs_checked,2026-W21,2026-05-18,,,,True,,,,,348,2026-05-15T20:53:04.122Z,2026-05-18T15:00:30.585Z
MEGAMEDIA S.A.,megamedia.cl,76185964-1,webhook,True,MEGAMEDIA S.A.,17655510947.0,"""exists_in_hubspot""",True,88,True,,"Gran empresa (20 pts), 5 empresas hijas (15 pts), 916 trabajadores (8 pts), segmento (0 pts). SUBTEL (15 pts) porque el giro 'programación y transmisiones de televisión' describe explícitamente un servicio de TV bajo regulación de telecomunicaciones. Estimación de 50-200 proveedores (15 pts): empresa de medios con múltiples áreas de producción, distribución técnica y operativa requiere proveedores especializados pero acotados. Sin señal (0 pts).","Empresa mediática de gran escala con 916 empleados y estructura holding compleja (5 filiales). Gestiona múltiples proveedores de contenido, producción y transmisión. Requiere monitoreo continuo de contrapartes y validación de documentación regulatoria periódica en contexto de operaciones críticas.",utilities / infraestructura,PROGRAMACION Y TRANSMISIONES DE TELEVISION,lead,"""domain""",,mfg-retail-hold,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,2025-03-06T06:00:00.000Z,,,354,2026-05-15T20:55:10.761Z,2026-05-25T16:04:08.413Z
EMBALAJES Y FRIO BONATERRA S.A,,76172618-8,webhook,True,EMBALAJES Y FRIO BONATERRA S.A,,sent_to_clay,False,73,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 578 trabajadores (8 pts), segmento sin clasificar (0 pts). Sin regulación (0 pts). Giro de almacenamiento y depósito típico en logística infiere 50-200 proveedores aproximados (15 pts). Sin señal externa reportada (0 pts).","Empresa logística de 578 trabajadores con operaciones de almacenamiento y depósito que maneja decenas de proveedores y contratistas sin regulación externa explícita. Requiere validación continua de contrapartes, documentación de poderes, renovaciones periódicas y monitoreo post-aprobación en un entorno operativo complejo.",utilities / infraestructura,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,,,,mfg-retail-hold,clay_sent,2026-W22,2026-05-25,,,,True,,,,,343,2026-05-15T20:51:23.344Z,2026-05-25T13:46:59.951Z
NeoRentas,neorentas.cl,76172613-7,webhook,True,INVERSIONES NEORENTAS SPA,18059337090.0,"""exists_in_hubspot""",True,60,True,,"mediana (12 pts), 8 empresas hijas (15 pts), 14 trabajadores (0 pts), segmento (0 pts). Sin regulación CMF explícita en giro de asesoría e inversión (0 pts); estimación 50-200 proveedores dado tamaño mediano y estructura holding compleja (15 pts); sin señal externa reportada (0 pts).","Holding con 8 empresas hijas y 6 padres requiere validación continua de contrapartes financieras. Gestión de múltiples vínculos societarios, documentación dispersa y monitoreo de cumplimiento normativo en activos diversos sin automatización.",financiero,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",lead,"""domain""",,fsi-reg,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,0.0,True,,,,,342,2026-05-15T20:50:57.207Z,2026-05-25T16:04:14.779Z
GRIPSHIP SPA,aquaship.no,76175659-1,webhook,True,GRIPSHIP       SPA,55282897728.0,"""does_not_exists_in_hubspot""",True,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 335 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts); transporte de carga marítimo no es telecomunicaciones, energía, minería ni servicios financieros supervisados. Estimado 50-200 proveedores (15 pts) por naturaleza de operaciones logísticas multi-puerto. Sin señal (0 pts).","Empresa de transporte marítimo con 335 trabajadores gestiona múltiples contrapartes (armadores, portuarios, clientes). Sin regulación específica, pero operaciones complejas requieren validación continua de documentación, vigencia de poderes y antecedentes financieros de proveedores y contratistas.",utilities / infraestructura,TRANSPORTE DE CARGA MARITIMO Y DE CABOTAJE,,,,util-infra,hs_deal_created,2026-W22,2026-05-25,1.0,1.0,1.0,True,,,,,346,2026-05-15T20:52:21.856Z,2026-05-25T22:02:08.759Z
Aguas Nuevas,aguasnuevas.cl,76038659-6,webhook,True,AGUAS NUEVAS S.A.,19086180515.0,sent_to_clay,True,71,True,,"gran empresa (20 pts), 7 empresas hijas (15 pts), 111 trabajadores (3 pts), segmento (0 pts). CMF (15 pts) por giro explícito en asesoría y consultoría financiera e inversión; 50-200 proveedores estimados (15 pts) considerando operación de holding con múltiples filiales y servicios financieros asociados; sin señal (0 pts).",Holding financiero con 7 filiales y 111 empleados gestiona múltiples contrapartes en asesoría e inversión. Obligaciones CMF exigen KYB riguroso. Estructura compleja con 2 padres amplifica riesgos de conflicto de interés y renovación de documentación.,financiero,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",50020180,"""domain""",,fsi-reg,skipped_hs_lifecycle | lifecycle: 50020180,2026-W21,2026-05-18,2.0,2.0,2.0,True,,2025-10-10T06:00:00.000Z,,,169,2026-05-15T19:51:23.257Z,2026-05-18T16:00:30.603Z
INVERSIONES ANDES RAC SPA,inversionesandes.com,76186866-7,webhook,True,INVERSIONES ANDES RAC SPA,,"""does_not_exists_in_hubspot""",False,66,True,,"gran empresa (20 pts), 2 empresas hijas (8 pts), 244 trabajadores (5 pts), segmento (0 pts). CMF (15 pts) regulan fondos, sociedades de inversión y entidades financieras similares conforme al giro declarado; estimación de 50-200 proveedores (15 pts) por tamaño y complejidad operativa de holding; sin señal externa reportada (0 pts).","Holding financiero con 244 empleados y estructura compleja (5 empresas padres, 2 hijas) enfrenta presión regulatoria CMF para validar contrapartes, proveedores y vinculadas. Riesgo reputacional y legal por renovación de documentos y poderes vencidos en red operativa diversa.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,hs_checked,2026-W21,2026-05-18,,,,True,,,,,356,2026-05-15T20:55:53.263Z,2026-05-18T15:00:32.175Z
Metropolitan Care,metropolitancare.cl,76113262-8,webhook,True,SERVICIO DE AMBULANCIAS Y TRASLADO DE ENFERMOS SPA,35499953498.0,"""exists_in_hubspot""",True,60,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 331 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts). Giro describe transporte de pasajeros por vía terrestre sin especificar minería, energía, utilities, telecomunicaciones o salud privada. Estimación de 50-200 proveedores (15 pts) basada en operación de flota sanitaria que requiere combustible, mantenimiento, equipamiento médico y servicios logísticos. Sin señal externa (0 pts).","Empresa de transporte sanitario con 331 trabajadores que gestiona múltiples proveedores de servicios críticos (combustible, mantenimiento, insumos médicos). Requiere validación continua de contrapartes sin marco regulatorio explícito que lo exija, pero con alto riesgo operativo y reputacional.",utilities / infraestructura,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,lead,"""domain""",,util-infra,ready,2026-W21,2026-05-18,,,,True,,,,,277,2026-05-15T20:28:38.143Z,2026-05-18T15:00:39.689Z
INDER SPA,inder.cl,76075989-9,webhook,True,INDER SPA,,"""does_not_exists_in_hubspot""",False,68,True,,"Gran empresa (20 pts), 10 empresas hijas (15 pts), 45 trabajadores (0 pts), segmento (0 pts). CMF (15 pts) dado que el giro explícitamente describe «fondos y sociedades de inversión y entidades financieras similares», reguladas por CMF; estimados 50-200 proveedores (15 pts) considerando tamaño, estructura holding y complejidad operativa de entidad financiera; sin señal externa reportada (0 pts).","Holding financiero de 10 empresas con 45 colaboradores gestiona múltiples contrapartes bajo supervisión CMF. Requiere validación continua de proveedores, auditoría de cumplimientos regulatorios y monitoreo de riesgos en cadena de valor.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,hs_checked,2026-W21,2026-05-18,1.0,1.0,0.0,True,,,,,229,2026-05-15T20:11:55.868Z,2026-05-18T15:00:33.085Z
Conequip,conequip.cl,76097222-3,webhook,True,CONSTRUCTORA DE ESPECIALIDADES Y EQUIPOS  SPA,9827127889.0,"""exists_in_hubspot""",True,61,True,,"Gran empresa (20 pts), 1 empresa hija (3 pts), 138 trabajadores (3 pts), segmento (0 pts). Sernageomin (15 pts) porque el giro describe explícitamente fabricación de maquinaria para explotación de minas, alcance regulatorio directo. Proveedores estimados 50-200 (15 pts) por volumen operacional de manufacturera con holding y complejidad de cadena de suministro minero. Sin señal (0 pts).","Fabricante de maquinaria minera con 138 trabajadores y estructura de holding gestiona múltiples contrapartes (proveedores, contratistas, clientes mineros) bajo supervisión Sernageomin. Requiere validación continua de cumplimiento normativo, documentación técnica y financiera de proveedores críticos, con seguimiento post-aprobación en operaciones de alto riesgo.",mining / energía,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,lead,"""domain""",,mining-hse,ready,2026-W21,2026-05-18,,,,True,,,,,257,2026-05-15T20:21:35.247Z,2026-05-18T15:00:40.027Z
San Ignacio,constructorasanignacio.cl,76129220-K,webhook,True,CONSTRUCTORA SAN IGNACIO LIMITADA,,"""does_not_exists_in_hubspot""",False,61,True,,"gran empresa (20 pts), 1 empresas hijas (3 pts), 905 trabajadores (8 pts), segmento (0 pts). Sin regulación (0 pts); giro explícito de construcción residencial descarta organismos supervisores específicos. Estimado 50–200 proveedores (15 pts) por volumen operativo y complejidad de obra; sin señal externa reportada (0 pts).","Constructora de 905 empleados con estructura holding gestiona múltiples obras residenciales simultáneamente. Requiere validar decenas de subcontratistas, proveedores de materiales y servicios especializados con documentación compleja y renovaciones periódicas. Sin monitoreo continuo post-aprobación, riesgo de incumplimientos tributarios y conflictos de interés en cadena de suministro.",manufactura / retail,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,,,,mfg-retail-hold,hs_checked,2026-W21,2026-05-18,,,,True,,,,,297,2026-05-15T20:35:27.242Z,2026-05-18T15:00:36.944Z
Madeco,nexans.com,76032263-6,webhook,True,NEXANS CHILE S.A,20446140254.0,"""exists_in_hubspot""",True,60,True,,"gran empresa (20 pts), 3 empresas hijas (15 pts), 222 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts), ya que el giro de fabricación de productos metálicos no requiere supervisor específico; estimación de 50-200 proveedores típicos para manufactura de este escala (15 pts), sin señal externa registrada (0 pts).","Gran fabricante de productos metálicos con 222 trabajadores y estructura de holding compleja (3 filiales). Gestiona múltiples proveedores de materia prima y componentes, con obligaciones tributarias y laborales recurrentes. Requiere validación continua de contrapartes en cadena de suministro sin supervisión regulatoria explícita.",manufactura / retail,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,lead,"""domain""",,mfg-retail-hold,skipped_hs_activity | last_contact: 2026-04-21T08:00:00.000Z,2026-W21,2026-05-18,1.0,1.0,1.0,True,,2026-04-21T08:00:00.000Z,,,160,2026-05-15T19:48:17.619Z,2026-05-18T15:00:39.844Z
INVERSIONES HIERRO VIEJO SPA,,76051930-8,webhook,True,INVERSIONES HIERRO VIEJO SPA,,sent_to_clay,False,60,True,,"mediana (12 pts), 3 empresas hijas (15 pts), 12 trabajadores (0 pts), segmento (0 pts). CMF (15 pts): giro explícito como entidad financiera de inversión. Estimación 50-200 proveedores (15 pts): holding financiero con múltiples filiales requiere gestión de contrapartes moderada. Sin señal (0 pts).","Holding con estructura compleja (3 filiales, 2 matrices) en sector financiero regulado. Gestión de contrapartes dispersas, validación continua de poderes y documentación, cumplimiento CMF obligatorio, y monitoreo post-aprobación en entidad financiera.",financiero,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,,,,fsi-reg,clay_sent,2026-W21,2026-05-18,,,,True,,,,,196,2026-05-15T20:00:29.118Z,2026-05-18T14:07:35.585Z
SERVICIOS JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES SPA,,76162521-7,webhook,True,SERVICIOS JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES SPA,,sent_to_clay,False,70,True,,"Gran empresa (20 pts), 0 empresas hijas (0 pts), 462 trabajadores (5 pts), segmento (0 pts). Sin regulación (0 pts); giro de transporte de carga no está bajo CMF, Sernageomin, SEC, CNE, SISS ni SUBTEL. Estimación de 50-200 proveedores (15 pts): empresa de transporte de carga típicamente contrata combustible, mantención, logística y servicios conexos. Sin señal externa (0 pts).","Empresa de transporte de carga con 462 trabajadores maneja múltiples contrapartes (clientes, proveedores de combustible, mantención, logística). Riesgo tributario latente, documentación dispersa de proveedores, ausencia de monitoreo continuo post-aprobación y potencial deuda con terceros requieren gestión formalizada.",utilities / infraestructura,TRANSPORTE DE CARGA POR CARRETERA,,,,mfg-retail-hold,clay_sent,2026-W21,2026-05-18,,,,True,,,,,333,2026-05-15T20:47:54.050Z,2026-05-18T14:07:51.487Z
